text,year
"According to Mr. Levin, about one-third of the 27,100 delinquent contractors have active military contracts.",2004
"Among the concerns raised by reporters: Many flight attendants and Secret Service agents on Air Force One have not worn masks; White House aides who tested positive for the coronavirus, or were potentially exposed, are returning to work before the end of a two-week quarantine; and the campaign has instituted few restrictions at the raucous rallies that Mr. Trump is now pledging to hold on a regular basis until Election Day.",2020
"Mr. McGaffigan was outspoken on the question of whether the government should require that new nuclear plants be capable of withstanding attack by rogue jetliners, as has been proposed, mostly by people unfriendly to nuclear power, since the attacks of Sept. 11, 2001.",2007
"Tax officials in Iowa, Kentucky and Mississippi, in interviews or in writing, made similar comments.",2002
"And some lawmakers, even as they welcome the change in HUD's leadership, remain skeptical that the Bush administration's approach to the flood of foreclosures is adequate to the need.",2008
"According to an analysis based on figures compiled by the Joint Committee on Taxation, it is roughly $144 billion, not $157 billion.",2017
"But in the interview, he said that Mr. Sale was simply a friend, and that he had not chosen a lawyer yet.",2019
"Mayoral campaigns present the Republican Party in New York with a moment of maximum leverage, and party officials know it.",2013
""" Whatever course is chosen, the experts conclude that an attack on Iran would be met with retaliation.",2012
"Crowds over the three days leading up to the final vote reached between 10,000 to 30,000 at peak times, according to estimates by the police and the Japanese news media.",2015
Exelon said it needs natural gas prices to reach about $8 per million B.T.U. -- almost double today's price -- and a carbon fee of $25 a ton to make the project worthwhile economically.,2010
"Jared Loughner, the man accused of the Arizona shootings, apparently received no mental health treatment, even though officials at his college were very concerned about his mental state.",2011
Aides to Speaker Nancy Pelosi of California said they had alerted security officials about the possibility of crowds on Thursday but did not expect trouble.,2009
